fold_test_season,feature,abs_weight,weight,recency_candidate_id
20252026,delta_pregame_recent_form_volatility_last5_home_minus_away,0.0383908972,0.0383908972,single
20252026,delta_pregame_goalie_shots_against_pg_trend_home_minus_away,0.0374551117,-0.0374551117,single
20252026,away_pregame_roster_games_covered,0.0373736302,0.0373736302,single
20252026,delta_pregame_depth_points_share_last5_home_minus_away,0.0324910468,-0.0324910468,single
20252026,delta_pregame_injury_count_home_minus_away,0.0300565361,-0.0300565361,single
20252026,home_pregame_roster_games_covered,0.0283613047,-0.0283613047,single
20252026,delta_pregame_lineup_continuity_pct_home_minus_away,0.0277693771,0.0277693771,single
20252026,delta_pregame_special_teams_contributor_share_last5_home_minus_away,0.0229396217,0.0229396217,single
20252026,matchup_home_games_prior_log,0.0204339638,0.0204339638,single
20252026,delta_pregame_skater_points_pg_last5_home_minus_away,0.0201610147,-0.0201610147,single
